mileage,mpg_city,feature_list,make,mpg_highway,stock_number,location,year,model,type,price
35K,24,"Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s), Auxiliary Audio Input",Acura,35,14418209,Fredericksburg,2014,ILX,sedan,"$16,998"
23K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14482336,Fredericksburg,2014,Civic EX,sedan,"$16,599"
70K,19,"Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Nissan,26,14053903,Fredericksburg,2012,Maxima SV,sedan,"$15,998"
41K,23,,Kia,34,14482142,Fredericksburg,2014,Optima EX,sedan,"$15,998"
30K,36,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,40,14482126,Fredericksburg,2015,Optima Hybrid LX,sedan,"$15,998"
17K,24,"Premium Package, Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters",Kia,34,14418881,Fredericksburg,2014,Forte5 EX,sedan,"$15,998"
30K,27,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,36,14418186,Fredericksburg,2013,Accord EX,sedan,"$17,599"
29K,30,,Honda,39,14482354,Fredericksburg,2014,Civic EX,sedan,"$15,998"
8K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14418189,Fredericksburg,2014,Civic LX,sedan,"$15,998"
52K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14482328,Fredericksburg,2014,Accord LX,sedan,"$15,998"
45K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14482315,Fredericksburg,2014,Accord LX,sedan,"$15,998"
34K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14418195,Fredericksburg,2014,Civic EX,sedan,"$15,998"
16K,22,,Ford,34,14418889,Fredericksburg,2015,Fusion S,sedan,"$15,998"
23K,25,"Turbo Charged Engine, Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler",Ford,37,14482260,Fredericksburg,2016,Fusion SE,sedan,"$15,998"
10K,22,"Sunroof(s), Parking Sensors, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Ford,34,14200185,Fredericksburg,2014,Fusion SE,sedan,"$15,998"
37K,23,"Technology Package, Turbo Charged Engine, Sunroof(s), Parking Sensors, Rear View Camera",Ford,36,14482264,Fredericksburg,2014,Fusion SE,sedan,"$15,998"
36K,23,"Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Front Seat Heaters",Ford,36,14482255,Fredericksburg,2014,Fusion SE,sedan,"$15,998"
28K,24,"Convenience Package, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,34,14482205,Fredericksburg,2016,Malibu Limited LT,sedan,"$15,998"
19K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14407853,Fredericksburg,2015,Malibu LS,sedan,"$15,998"
23K,25,"Convenience Package, Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input",Chevrolet,36,14387799,Fredericksburg,2014,Malibu LT,sedan,"$15,998"
55K,22,"Turbo Charged Engine, Leatherette Seats, Navigation System, Front Seat Heaters, Cruise Control",Volkswagen,31,14266857,Fredericksburg,2012,CC Lux,sedan,"$15,599"
18K,29,"Cold Weather Package, Rear View Camera, Navigation System, Front Seat Heaters, Cruise Control",Nissan,39,14418224,Fredericksburg,2015,Sentra SV,sedan,"$15,599"
33K,36,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Kia,40,14387814,Fredericksburg,2013,Optima Hybrid LX,sedan,"$15,599"
20K,22,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Ford,34,14482242,Fredericksburg,2015,Fusion S,sedan,"$15,599"
25K,19,"Leather Seats, Sunroof(s), Boston Sound System, Navigation System, Front Seat Heaters",Chrysler,29,14253614,Fredericksburg,2014,200 Limited,sedan,"$15,599"
24K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14388204,Fredericksburg,2014,Malibu LT,sedan,"$15,599"
31K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14418193,Fredericksburg,2014,Altima S,sedan,"$14,998"
20K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14481981,Fredericksburg,2014,Altima S,sedan,"$14,998"
23K,27,"Sport Package, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Nissan,38,14422662,Fredericksburg,2014,Altima S,sedan,"$14,998"
20K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Nissan,38,14387418,Fredericksburg,2014,Altima S,sedan,"$14,998"
24K,23,"Convenience Package, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Kia,34,14422790,Fredericksburg,2014,Optima LX,sedan,"$14,998"
18K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14482461,Fredericksburg,2014,Optima LX,sedan,"$14,998"
22K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14288534,Fredericksburg,2014,Optima LX,sedan,"$14,998"
27K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14481794,Fredericksburg,2014,Sonata GLS,sedan,"$14,998"
43K,28,"Technology Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Hyundai,38,14388171,Fredericksburg,2013,Elantra Limited,sedan,"$14,998"
17K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14422826,Fredericksburg,2014,Sonata GLS,sedan,"$14,998"
44K,24,"Leather Seats, Panoramic Sunroof, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,35,14407265,Fredericksburg,2012,Sonata Limited,sedan,"$14,998"
18K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482322,Fredericksburg,2013,Civic LX,sedan,"$14,998"
22K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482335,Fredericksburg,2014,Civic LX,sedan,"$14,998"
27K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14388145,Fredericksburg,2014,Civic LX,sedan,"$14,998"
34K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14482201,Fredericksburg,2015,Malibu LT,sedan,"$14,998"
46K,25,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,36,14482207,Fredericksburg,2014,Malibu LT,sedan,"$14,998"
31K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14388203,Fredericksburg,2014,Malibu LT,sedan,"$14,998"
31K,22,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,34,14387533,Fredericksburg,2013,Malibu LT,sedan,"$14,998"
38K,25,"Premium Package, Convenience Package, Rear View Camera, Cruise Control, Auxiliary Audio Input",Chevrolet,36,14482500,Fredericksburg,2015,Malibu LT,sedan,"$15,599"
34K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14422634,Fredericksburg,2014,Altima S,sedan,"$14,599"
32K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14387835,Fredericksburg,2014,Optima LX,sedan,"$14,599"
28K,27,"Leather Seats, Panoramic Sunroof, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,37,14387759,Fredericksburg,2013,Elantra GT,sedan,"$14,599"
29K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14481801,Fredericksburg,2014,Sonata GLS,sedan,"$14,599"
26K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482292,Fredericksburg,2013,Civic LX,sedan,"$14,599"
21K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482324,Fredericksburg,2013,Civic LX,sedan,"$14,599"
16K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14386728,Fredericksburg,2013,Civic LX,sedan,"$14,599"
6K,28,"Convenience Package, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Mazda,40,14387805,Fredericksburg,2013,Mazda3 i SV,sedan,"$13,998"
8K,25,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Kia,36,14418887,Fredericksburg,2014,Forte LX,sedan,"$13,998"
32K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14481793,Fredericksburg,2014,Sonata GLS,sedan,"$13,998"
36K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14482466,Fredericksburg,2014,Sonata GLS,sedan,"$13,998"
43K,24,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,35,14481789,Fredericksburg,2013,Sonata GLS,sedan,"$13,998"
28K,28,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14482351,Fredericksburg,2013,Civic LX,sedan,"$13,998"
44K,28,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14388142,Fredericksburg,2013,Civic EX,sedan,"$13,998"
35K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14422695,Fredericksburg,2014,Civic LX,sedan,"$13,998"
35K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Ford,34,14387786,Fredericksburg,2014,Fusion S,sedan,"$13,998"
22K,23,,Dodge,35,14253920,Fredericksburg,2014,Dart SXT,sedan,"$13,998"
36K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14482208,Fredericksburg,2014,Malibu LS,sedan,"$13,998"
40K,26,"Convenience Package, Turbo Charged Engine, Leather Seats, Front Seat Heaters, Cruise Control",Chevrolet,38,14387716,Fredericksburg,2015,Cruze LT,sedan,"$13,998"
16K,25,"Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Volkswagen,36,14482433,Fredericksburg,2014,Jetta SE,sedan,"$14,599"
91K,18,"Grand Touring Package, Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Rear Spoiler",Mazda,26,14314669,Fredericksburg,2008,Mazda3 Mazdaspeed,sedan,"$12,998"
26K,28,"Convenience Package, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Mazda,40,14387804,Fredericksburg,2013,Mazda3 i SV,sedan,"$12,998"
68K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14407506,Fredericksburg,2013,Sonata GLS,sedan,"$12,998"
24K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14388165,Fredericksburg,2013,Elantra GLS,sedan,"$12,998"
31K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14387751,Fredericksburg,2013,Elantra GLS,sedan,"$12,998"
21K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14387466,Fredericksburg,2013,Elantra GLS,sedan,"$12,998"
21K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14387764,Fredericksburg,2013,Elantra GLS,sedan,"$12,998"
24K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14386759,Fredericksburg,2013,Elantra GLS,sedan,"$12,998"
98K,19,"Leather Seats, Sunroof(s), Navigation System, Front Seat Heaters, Cruise Control",Honda,29,14407754,Fredericksburg,2010,Accord EX-L,sedan,"$12,998"
32K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14422447,Fredericksburg,2014,Cruze LS,sedan,"$12,998"
28K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14253539,Fredericksburg,2014,Cruze LS,sedan,"$12,998"
30K,25,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Kia,36,14418880,Fredericksburg,2014,Forte LX,sedan,"$12,599"
31K,27,"Premium Package, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,37,14387694,Fredericksburg,2014,Accent GLS,sedan,"$12,599"
43K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14387733,Fredericksburg,2014,Cruze LS,sedan,"$12,599"
63K,23,"Parking Sensors, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Ford,33,14378171,Fredericksburg,2012,Fusion SE,sedan,"$11,998"
40K,18,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",Chevrolet,29,14407777,Fredericksburg,2009,Impala LT,sedan,"$11,599"
92K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14346397,Fredericksburg,2011,Optima LX,sedan,"$10,998"
32K,26,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Nissan,35,14267668,Fredericksburg,2014,Versa S,sedan,"$9,998"
55K,24,"Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control, Side Airbags",Ford,34,14421323,Fredericksburg,2010,Focus SE,sedan,"$9,998"
10K,22,"Leather & Suede Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters",Nissan,30,13753879,Newport News,2016,Maxima SR,sedan,"$30,998"
12K,19,"4WD/AWD, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",Infiniti,27,14044719,Newport News,2014,Q50 Sport,sedan,"$30,998"
11K,19,"4WD/AWD, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",Infiniti,27,13834509,Newport News,2014,Q50 Premium,sedan,"$29,998"
58K,16,"Power Liftgate/DeckLid, Leather Seats, Mark Levinson Sound, Parking Sensors, Rear View Camera",Lexus,24,13160096,Newport News,2010,LS 460,sedan,"$28,998"
22K,0,"Run Flat Tires, Leatherette Seats, Rear View Camera, Navigation System, Front Seat Heaters",Infiniti,0,14069659,Newport News,2015,Q50 Premium,sedan,"$26,998"
32K,21,"Premium Package, Leather Seats, Rear View Camera, Front Seat Heaters, A/C Seat(s)",Lexus,31,14289633,Newport News,2015,ES 350,sedan,"$25,998"
41K,0,"Cold Weather Package, 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors",Audi,0,14060568,Newport News,2014,A6 Premium Plus,sedan,"$25,998"
31K,22,"Luxury Package, Premium Package, Cold Weather Package, Run Flat Tires, 4WD/AWD",BMW,33,14422397,Newport News,2013,328 XI,sedan,"$22,998"
61K,20,"Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s), Satellite Radio Ready",Infiniti,29,14050028,Newport News,2014,Q50 Premium,sedan,"$21,998"
9K,27,"Leather Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Honda,36,14278844,Newport News,2014,Accord EX-L,sedan,"$21,998"
36K,15,"Auto Cruise Control, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",Chrysler,25,14342313,Newport News,2014,300 C,sedan,"$21,998"
22K,19,"Leather Seats, Rear View Camera, Navigation System, Front Seat Heaters, Panoramic Sunroof",Chrysler,31,14234938,Newport News,2014,300 S,sedan,"$21,998"
32K,20,"4WD/AWD, Turbo Charged Engine, Leather Seats, Front Seat Heaters, Sunroof(s)",Audi,29,14342958,Newport News,2014,A4 Premium,sedan,"$21,998"
24K,19,"Premium Package, Technology Package, Cold Weather Package, Leather Seats, Panoramic Sunroof",Nissan,26,14388051,Newport News,2014,Maxima SV,sedan,"$21,599"
27K,19,"Leather Seats, Rear View Camera, Navigation System, Front Seat Heaters, Panoramic Sunroof",Chrysler,31,14234939,Newport News,2014,300 S,sedan,"$21,599"
18K,27,"Leather Seats, Sunroof(s), Rear View Camera, Navigation System, Front Seat Heaters",Honda,36,14008521,Newport News,2013,Accord EX-L,sedan,"$20,998"
37K,44,"Technology Package, Leather Seats, Rear View Camera, Navigation System, Front Seat Heaters",Toyota,40,13539834,Newport News,2013,Prius v Five,sedan,"$20,599"
31K,22,"Limited Edition, Turbo Charged Engine, Leather Seats, Panoramic Sunroof, Infinity Sound System",Kia,34,14060897,Newport News,2013,Optima SXL,sedan,"$20,599"
32K,28,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Mazda,40,14387810,Fredericksburg,2013,Mazda3 i SV,sedan,"$12,998"
48K,24,"Premium Package, Turbo Charged Engine, Leatherette Seats, Navigation System, Front Seat Heaters",BMW,36,14163781,Newport News,2014,320 I,sedan,"$19,998"
18K,19,"Leather Seats, Rear View Camera, Front Seat Heaters, Satellite Radio Ready, Auxiliary Audio Input",Chrysler,31,14226169,Newport News,2016,300 Limited,sedan,"$20,599"
28K,23,"Premium Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Parking Sensors",Kia,34,14288255,Newport News,2015,Optima EX,sedan,"$19,599"
19K,25,"Luxury Package, Cold Weather Package, Turbo Charged Engine, Leather Seats, Sunroof(s)",Ford,37,14417944,Newport News,2016,Fusion SE,sedan,"$19,599"
27K,22,"Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",Ford,33,14388189,Newport News,2016,Fusion Titanium,sedan,"$19,599"
9K,44,"Leather Seats, Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Honda,47,14342618,Newport News,2014,Civic Hybrid,sedan,"$18,599"
33K,22,"Leather Seats, Front Seat Heaters, Sunroof(s), Satellite Radio Ready, Auxiliary Audio Input",Acura,31,14418023,Newport News,2014,TSX,sedan,"$18,599"
17K,36,"Leather Seats, Infinity Sound System, Rear View Camera, Navigation System, Front Seat Heaters",Hyundai,40,14422843,Newport News,2013,Sonata Hybrid Limited,sedan,"$17,998"
6K,28,"Leather Seats, Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,38,14387748,Newport News,2016,Elantra Limited,sedan,"$17,998"
24K,36,"Leather Seats, Infinity Sound System, Rear View Camera, Navigation System, Front Seat Heaters",Hyundai,40,14421635,Newport News,2013,Sonata Hybrid Limited,sedan,"$17,998"
17K,30,"Leather Seats, Sunroof(s), Rear View Camera, Navigation System, Front Seat Heaters",Honda,39,14195493,Newport News,2014,Civic EX-L,sedan,"$17,998"
19K,0,"Leather Seats, Panoramic Sunroof, Alpine Sound System, Rear View Camera, Navigation System",Chrysler,0,13763187,Newport News,2015,200 C,sedan,"$17,998"
24K,24,"Premium Package, Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s)",Acura,35,14422492,Newport News,2014,ILX,sedan,"$17,998"
12K,24,"Turbo Charged Engine, Leatherette Seats, Sunroof(s), Rear View Camera, Front Seat Heaters",Volkswagen,34,13882734,Newport News,2014,Passat SE,sedan,"$17,599"
24K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,13877096,Newport News,2013,Accord LX,sedan,"$17,599"
8K,0,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,0,14342853,Newport News,2016,Sonata SE,sedan,"$16,998"
10K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14343482,Newport News,2015,Civic LX,sedan,"$16,998"
35K,30,"Leather Seats, Sunroof(s), Rear View Camera, Navigation System, Front Seat Heaters",Honda,39,13963839,Newport News,2014,Civic EX-L,sedan,"$16,998"
38K,29,"Sunroof(s), Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input",Toyota,38,14253526,Newport News,2014,Corolla S Plus,sedan,"$16,599"
128K,25,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Honda,36,13201951,Fredericksburg,2008,Civic LX,sedan,"$8,599"
26K,0,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Acura,0,14387878,Newport News,2013,TL Special Edition,sedan,"$20,599"
40K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14386711,Newport News,2014,Accord LX,sedan,"$16,599"
77K,0,"Turbo Charged Engine, Sunroof(s), Navigation System, Front Seat Heaters, Cruise Control",Ford,0,14342258,Newport News,2014,Fiesta ST,sedan,"$16,599"
35K,19,"Technology Package, Cold Weather Package, Leather Seats, Sunroof(s), Rear View Camera",Nissan,26,14048872,Newport News,2009,Maxima SV,sedan,"$15,998"
14K,27,"Sport Package, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Nissan,38,14062095,Newport News,2015,Altima S,sedan,"$15,998"
64K,18,"Leatherette Seats, Sunroof(s), Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Mercedes-Benz,26,14342311,Newport News,2010,C300 Sport,sedan,"$15,998"
16K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14422423,Newport News,2014,Civic EX,sedan,"$15,998"
27K,22,"Leather Seats, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Ford,34,13870765,Newport News,2015,Fusion S,sedan,"$15,998"
19K,19,"Premium Package, Leather Seats, Sunroof(s), Boston Sound System, Navigation System",Chrysler,29,14343202,Newport News,2014,200 Limited,sedan,"$15,998"
46K,15,"Luxury Package, Leather Seats, Parking Sensors, Front Seat Heaters, A/C Seat(s)",Cadillac,23,14267262,Newport News,2007,DTS,sedan,"$15,998"
58K,29,"Leatherette Seats, Sunroof(s), Rear View Camera, Front Seat Heaters, Cruise Control",Toyota,38,14287683,Newport News,2014,Corolla S PREMIUM,sedan,"$15,599"
12K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14421596,Newport News,2014,Optima LX,sedan,"$15,599"
15K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14387149,Newport News,2014,Sonata GLS,sedan,"$15,599"
34K,0,"Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes, Alloy Wheels",Buick,0,13562373,Newport News,2013,LaCrosse,sedan,"$15,599"
54K,17,"Premium Package, 4WD/AWD, Leatherette Seats, Front Seat Heaters, Sunroof(s)",Mercedes-Benz,25,13976052,Newport News,2009,C300 Luxury,sedan,"$14,998"
48K,24,"Leather Seats, Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input",Kia,35,14141253,Newport News,2012,Optima EX,sedan,"$14,998"
24K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14421293,Newport News,2014,Sonata GLS,sedan,"$14,998"
35K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14421632,Newport News,2014,Sonata GLS,sedan,"$14,998"
31K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14422819,Newport News,2014,Sonata GLS,sedan,"$14,998"
26K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14387263,Newport News,2014,Sonata GLS,sedan,"$14,998"
15K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14417884,Newport News,2014,Civic EX,sedan,"$16,599"
110K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Honda,36,14343680,Newport News,2013,Accord Sport,sedan,"$14,998"
24K,28,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14289617,Newport News,2013,Civic EX,sedan,"$14,998"
21K,27,"Luxury Package, Leather Seats, Parking Sensors, Rear View Camera, Cruise Control",Ford,40,14387766,Newport News,2016,Focus SE,sedan,"$14,998"
41K,25,"Convenience Package, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,36,14199844,Newport News,2014,Malibu LT,sedan,"$14,998"
25K,28,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14386727,Newport News,2013,Civic EX,sedan,"$14,899"
18K,25,"Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Volkswagen,36,14388197,Newport News,2014,Jetta SE,sedan,"$14,599"
28K,34,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Kia,39,14342429,Newport News,2011,Optima Hybrid,sedan,"$14,599"
35K,19,"Leather Seats, Sunroof(s), Boston Sound System, Navigation System, Front Seat Heaters",Chrysler,29,14342965,Newport News,2014,200 Limited,sedan,"$14,599"
25K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,34,14322119,Newport News,2014,Optima LX,sedan,"$14,599"
6K,26,"Turbo Charged Engine, Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,38,14417651,Newport News,2015,Cruze LT,sedan,"$14,599"
43K,22,"Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Volkswagen,31,14093923,Newport News,2011,CC Sport,sedan,"$13,998"
18K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14482490,Newport News,2014,Elantra SE,sedan,"$13,998"
26K,24,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,35,14422842,Newport News,2014,Sonata GLS,sedan,"$13,998"
3K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14417916,Newport News,2013,Elantra GLS,sedan,"$13,998"
17K,26,"Convenience Package, Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,38,14253541,Newport News,2015,Cruze LT,sedan,"$13,998"
34K,26,"Convenience Package, Turbo Charged Engine, Sunroof(s), Pioneer Sound System, Rear View Camera",Chevrolet,38,14386739,Newport News,2014,Cruze LT,sedan,"$13,998"
38K,26,"Convenience Package, Turbo Charged Engine, Rear View Camera, Navigation System, Cruise Control",Chevrolet,38,14288428,Newport News,2014,Cruze ECO,sedan,"$13,998"
